sample	samples	HGS	HGS	ENSG00000185359.12
TCGA-DE-A3KN-01	TCGA-DE-A3KN-01	0.004	0	6.037
TCGA-OL-A66I-01	TCGA-OL-A66I-01	0.004	0	6.036
TCGA-BP-4774-01	TCGA-BP-4774-01	0.004	0	6.02
TCGA-EM-A4FF-01	TCGA-EM-A4FF-01	0.004	0	6.018
TCGA-BJ-A2NA-01	TCGA-BJ-A2NA-01	0.004	0	6.016
TCGA-2G-AAGS-01	TCGA-2G-AAGS-01	0.004	0	6.012
TCGA-69-8453-01	TCGA-69-8453-01	0.004	0	5.986
TCGA-HC-A6AL-01	TCGA-HC-A6AL-01	0.004	0	5.97
TCGA-CV-A45P-01	TCGA-CV-A45P-01	0.004	0	5.961
TCGA-OL-A5RY-01	TCGA-OL-A5RY-01	0.004	0	5.949
TCGA-ET-A3BU-01	TCGA-ET-A3BU-01	0.004	0	5.924
TCGA-CA-6718-01	TCGA-CA-6718-01	0.004	0	5.919
TCGA-P5-A5EU-01	TCGA-P5-A5EU-01	0.004	0	5.911
TCGA-BJ-A2N9-01	TCGA-BJ-A2N9-01	0.004	0	5.906
TCGA-DU-6402-01	TCGA-DU-6402-01	0.004	0	5.906
TCGA-77-7335-01	TCGA-77-7335-01	0.004	0	5.896
TCGA-2Z-A9JK-01	TCGA-2Z-A9JK-01	0.004	0	5.885
TCGA-DM-A1HB-01	TCGA-DM-A1HB-01	0.004	0	5.864
TCGA-DO-A2HM-01	TCGA-DO-A2HM-01	0.004	0	5.861
TCGA-HC-A632-01	TCGA-HC-A632-01	0.004	0	5.852
TCGA-CR-7382-01	TCGA-CR-7382-01	0.004	0	5.851
TCGA-LK-A4NZ-01	TCGA-LK-A4NZ-01	0.004	0	5.848
TCGA-DJ-A2PN-01	TCGA-DJ-A2PN-01	0.004	0	5.841
TCGA-EL-A3GU-01	TCGA-EL-A3GU-01	0.004	0	5.82
TCGA-V1-A8MJ-01	TCGA-V1-A8MJ-01	0.004	0	5.802
TCGA-X6-A8C7-01	TCGA-X6-A8C7-01	0.004	0	5.799
TCGA-EE-A2GJ-06	TCGA-EE-A2GJ-06	0.004	0	5.792
TCGA-18-5592-01	TCGA-18-5592-01	0.004	0	5.766
TCGA-AR-A0TT-01	TCGA-AR-A0TT-01	0.004	0	5.733
TCGA-DJ-A2PY-01	TCGA-DJ-A2PY-01	0.004	0	5.731
TCGA-DJ-A3UY-01	TCGA-DJ-A3UY-01	0.004	0	5.731
TCGA-DE-A4M9-01	TCGA-DE-A4M9-01	0.004	0	5.728
TCGA-CN-4736-01	TCGA-CN-4736-01	0.004	0	5.718
TCGA-FK-A3SB-01	TCGA-FK-A3SB-01	0.004	0	5.695
TCGA-G4-6302-01	TCGA-G4-6302-01	0.004	0	5.68
TCGA-CJ-4887-01	TCGA-CJ-4887-01	0.004	0	5.635
TCGA-VM-A8CD-01	TCGA-VM-A8CD-01	0.004	0	5.606
TCGA-BP-5007-01	TCGA-BP-5007-01	0.004	0	5.592
TCGA-A2-A1FZ-01	TCGA-A2-A1FZ-01	0.004	0	5.58
TCGA-BJ-A0ZE-01	TCGA-BJ-A0ZE-01	0.004	0	5.571
TCGA-GL-A9DE-01	TCGA-GL-A9DE-01	0.004	0	5.537
TCGA-FG-8189-01	TCGA-FG-8189-01	0.004	0	5.527
TCGA-86-8076-01	TCGA-86-8076-01	0.004	0	5.509
TCGA-A2-A0ST-01	TCGA-A2-A0ST-01	0.004	0	5.502
TCGA-SA-A6C2-01	TCGA-SA-A6C2-01	0.004	0	5.499
TCGA-DJ-A1QQ-01	TCGA-DJ-A1QQ-01	0.004	0	5.43
TCGA-V1-A8X3-01	TCGA-V1-A8X3-01	0.004	0	5.386
TCGA-CH-5772-01	TCGA-CH-5772-01	0.004	0	5.385
TCGA-E3-A3E0-01	TCGA-E3-A3E0-01	0.004	0	5.384
TCGA-EJ-7797-01	TCGA-EJ-7797-01	0.004	0	5.338
TCGA-RC-A7SK-01	TCGA-RC-A7SK-01	0.004	0	5.301
TCGA-HT-7854-01	TCGA-HT-7854-01	0.004	0	5.26
TCGA-A3-3387-01	TCGA-A3-3387-01	0.004	0	5.206
TCGA-CG-4306-01	TCGA-CG-4306-01	0.004	0	5.181
TCGA-EM-A4G1-01	TCGA-EM-A4G1-01	0.004	0	5.174
TCGA-A3-3378-01	TCGA-A3-3378-01	0.004	0	5.131
TCGA-DV-5569-01	TCGA-DV-5569-01	0.004	0	5.114
TCGA-F9-A97G-01	TCGA-F9-A97G-01	0.004	0	5.093
TCGA-BP-5202-01	TCGA-BP-5202-01	0.004	0	5.083
TCGA-E2-A15R-01	TCGA-E2-A15R-01	0.004	0	5.062
TCGA-BH-A1FB-01	TCGA-BH-A1FB-01	0.004	0	5.021
TCGA-BH-A0HK-01	TCGA-BH-A0HK-01	0.004	0	4.982
TCGA-ET-A39I-01	TCGA-ET-A39I-01	0.004	0	4.956
TCGA-CJ-4886-01	TCGA-CJ-4886-01	0.004	0	4.872
TCGA-A6-2672-01	TCGA-A6-2672-01	0.004	0	4.843
TCGA-BP-4760-01	TCGA-BP-4760-01	0.004	0	4.833
TCGA-BR-A4J5-01	TCGA-BR-A4J5-01	0.004	0	4.825
TCGA-BR-8588-01	TCGA-BR-8588-01	0.004	0	4.748
TCGA-KL-8333-01	TCGA-KL-8333-01	0.004	0	4.72
TCGA-EJ-5495-01	TCGA-EJ-5495-01	0.004	0	4.695
TCGA-CJ-4904-01	TCGA-CJ-4904-01	0.004	0	4.468
TCGA-AC-A3OD-01	TCGA-AC-A3OD-01	0.004	0	4.365
TCGA-AK-3427-01	TCGA-AK-3427-01	0.004	0	4.255
TCGA-08-0354-01	TCGA-08-0354-01	0.004	0	
TCGA-A5-A0GI-01	TCGA-A5-A0GI-01	0.004	0	
TCGA-A5-A0GU-01	TCGA-A5-A0GU-01	0.004	0	
TCGA-AG-3574-01	TCGA-AG-3574-01	0.004	0	
TCGA-AG-3894-01	TCGA-AG-3894-01	0.004	0	
TCGA-AX-A05U-01	TCGA-AX-A05U-01	0.004	0	
TCGA-AX-A05Z-01	TCGA-AX-A05Z-01	0.004	0	
TCGA-B5-A0K2-01	TCGA-B5-A0K2-01	0.004	0	
TCGA-B5-A11O-01	TCGA-B5-A11O-01	0.004	0	
TCGA-BR-8285-01	TCGA-BR-8285-01	0.004	0	
TCGA-BS-A0U8-01	TCGA-BS-A0U8-01	0.004	0	
TCGA-D1-A16E-01	TCGA-D1-A16E-01	0.004	0	
TCGA-D1-A17N-01	TCGA-D1-A17N-01	0.004	0	
TCGA-D1-A1O5-01	TCGA-D1-A1O5-01	0.004	0	
TCGA-DI-A1BY-01	TCGA-DI-A1BY-01	0.004	0	
TCGA-EY-A214-01	TCGA-EY-A214-01	0.004	0	
TCGA-FI-A2D6-01	TCGA-FI-A2D6-01	0.004	0	
TCGA-X7-A8DI-01	TCGA-X7-A8DI-01	0.004	0	
TCGA-XU-AAXZ-01	TCGA-XU-AAXZ-01	0.003	0	9.153
TCGA-UD-AABZ-01	TCGA-UD-AABZ-01	0.003	0	7.58
TCGA-ZB-A96A-01	TCGA-ZB-A96A-01	0.003	0	7.355
TCGA-L6-A4EP-01	TCGA-L6-A4EP-01	0.003	0	7.247
TCGA-2F-A9KT-01	TCGA-2F-A9KT-01	0.003	0	7.231
TCGA-EO-A3KX-01	TCGA-EO-A3KX-01	0.003	0	7.199
TCGA-BP-4992-01	TCGA-BP-4992-01	0.003	0	6.968
TCGA-13-0804-01	TCGA-13-0804-01	0.003	0	6.955
TCGA-DJ-A2Q1-01	TCGA-DJ-A2Q1-01	0.003	0	6.902
TCGA-E7-A3Y1-01	TCGA-E7-A3Y1-01	0.003	0	6.902
TCGA-G6-A5PC-01	TCGA-G6-A5PC-01	0.003	0	6.901
TCGA-GM-A2DB-01	TCGA-GM-A2DB-01	0.003	0	6.892
TCGA-AB-2848-03	TCGA-AB-2848-03	0.003	0	6.874
TCGA-W5-AA2H-01	TCGA-W5-AA2H-01	0.003	0	6.871
TCGA-GN-A26A-06	TCGA-GN-A26A-06	0.003	0	6.865
TCGA-HV-A7OP-01	TCGA-HV-A7OP-01	0.003	0	6.839
TCGA-QS-A5YR-01	TCGA-QS-A5YR-01	0.003	0	6.831
TCGA-FE-A3PA-01	TCGA-FE-A3PA-01	0.003	0	6.822
TCGA-FD-A6TD-01	TCGA-FD-A6TD-01	0.003	0	6.818
TCGA-AX-A3G9-01	TCGA-AX-A3G9-01	0.003	0	6.785
TCGA-QK-A6II-01	TCGA-QK-A6II-01	0.003	0	6.761
TCGA-EO-A22U-01	TCGA-EO-A22U-01	0.003	0	6.645
TCGA-V4-A9EY-01	TCGA-V4-A9EY-01	0.003	0	6.622
TCGA-3Q-A9WF-01	TCGA-3Q-A9WF-01	0.003	0	6.604
TCGA-B0-4847-01	TCGA-B0-4847-01	0.003	0	6.585
TCGA-G4-6304-01	TCGA-G4-6304-01	0.003	0	6.555
TCGA-AO-A125-01	TCGA-AO-A125-01	0.003	0	6.5
TCGA-BJ-A0Z9-01	TCGA-BJ-A0Z9-01	0.003	0	6.485
TCGA-CV-A6K2-01	TCGA-CV-A6K2-01	0.003	0	6.477
TCGA-CV-A45Z-01	TCGA-CV-A45Z-01	0.003	0	6.467
TCGA-SC-A6LP-01	TCGA-SC-A6LP-01	0.003	0	6.461
TCGA-ET-A2MX-01	TCGA-ET-A2MX-01	0.003	0	6.459
TCGA-CF-A9FM-01	TCGA-CF-A9FM-01	0.003	0	6.452
TCGA-VD-A8KG-01	TCGA-VD-A8KG-01	0.003	0	6.445
TCGA-FK-A3SG-01	TCGA-FK-A3SG-01	0.003	0	6.421
TCGA-DJ-A3V0-01	TCGA-DJ-A3V0-01	0.003	0	6.39
TCGA-D3-A2JP-06	TCGA-D3-A2JP-06	0.003	0	6.379
TCGA-G9-6354-01	TCGA-G9-6354-01	0.003	0	6.359
TCGA-FE-A23A-01	TCGA-FE-A23A-01	0.003	0	6.341
TCGA-43-6771-01	TCGA-43-6771-01	0.003	0	6.317
TCGA-BJ-A4O8-01	TCGA-BJ-A4O8-01	0.003	0	6.316
TCGA-DJ-A13R-01	TCGA-DJ-A13R-01	0.003	0	6.315
TCGA-DJ-A4V4-01	TCGA-DJ-A4V4-01	0.003	0	6.315
TCGA-ZB-A96H-01	TCGA-ZB-A96H-01	0.003	0	6.314
TCGA-PL-A8LX-01	TCGA-PL-A8LX-01	0.003	0	6.313
TCGA-C5-A1BF-01	TCGA-C5-A1BF-01	0.003	0	6.304
TCGA-CQ-7065-01	TCGA-CQ-7065-01	0.003	0	6.257
TCGA-OL-A66N-01	TCGA-OL-A66N-01	0.003	0	6.256
TCGA-55-8090-01	TCGA-55-8090-01	0.003	0	6.249
TCGA-FC-A8O0-01	TCGA-FC-A8O0-01	0.003	0	6.249
TCGA-XF-AAN5-01	TCGA-XF-AAN5-01	0.003	0	6.14
TCGA-AD-A5EJ-01	TCGA-AD-A5EJ-01	0.003	0	6.128
TCGA-DJ-A3VL-01	TCGA-DJ-A3VL-01	0.003	0	6.122
TCGA-B6-A0WZ-01	TCGA-B6-A0WZ-01	0.003	0	6.103
TCGA-FY-A4B4-01	TCGA-FY-A4B4-01	0.003	0	6.077
TCGA-FE-A3PB-01	TCGA-FE-A3PB-01	0.003	0	6.076
TCGA-D5-6927-01	TCGA-D5-6927-01	0.003	0	6.073
TCGA-XE-AANR-01	TCGA-XE-AANR-01	0.003	0	6.045
TCGA-VS-A9UY-01	TCGA-VS-A9UY-01	0.003	0	6.038
TCGA-J8-A4HW-01	TCGA-J8-A4HW-01	0.003	0	5.995
TCGA-BP-4165-01	TCGA-BP-4165-01	0.003	0	5.992
TCGA-CN-6016-01	TCGA-CN-6016-01	0.003	0	5.991
TCGA-DJ-A3V8-01	TCGA-DJ-A3V8-01	0.003	0	5.975
TCGA-A7-A3RF-01	TCGA-A7-A3RF-01	0.003	0	5.963
TCGA-G4-6321-01	TCGA-G4-6321-01	0.003	0	5.944
TCGA-FE-A232-01	TCGA-FE-A232-01	0.003	0	5.937
TCGA-CN-A6V3-01	TCGA-CN-A6V3-01	0.003	0	5.934
TCGA-56-8625-01	TCGA-56-8625-01	0.003	0	5.933
TCGA-AB-2818-03	TCGA-AB-2818-03	0.003	0	5.922
TCGA-DE-A4MD-01	TCGA-DE-A4MD-01	0.003	0	5.92
TCGA-ZN-A9VP-01	TCGA-ZN-A9VP-01	0.003	0	5.918
TCGA-DJ-A1QN-01	TCGA-DJ-A1QN-01	0.003	0	5.897
TCGA-TM-A7CA-01	TCGA-TM-A7CA-01	0.003	0	5.887
TCGA-CQ-7063-01	TCGA-CQ-7063-01	0.003	0	5.885
TCGA-FG-6688-01	TCGA-FG-6688-01	0.003	0	5.879
TCGA-BJ-A0ZB-01	TCGA-BJ-A0ZB-01	0.003	0	5.857
TCGA-DB-5276-01	TCGA-DB-5276-01	0.003	0	5.844
TCGA-F5-6813-01	TCGA-F5-6813-01	0.003	0	5.808
TCGA-H2-A422-01	TCGA-H2-A422-01	0.003	0	5.803
TCGA-BP-4335-01	TCGA-BP-4335-01	0.003	0	5.799
TCGA-HC-7817-01	TCGA-HC-7817-01	0.003	0	5.791
TCGA-HW-7490-01	TCGA-HW-7490-01	0.003	0	5.763
TCGA-HC-A9TH-01	TCGA-HC-A9TH-01	0.003	0	5.762
TCGA-DJ-A3UU-01	TCGA-DJ-A3UU-01	0.003	0	5.734
TCGA-DJ-A1QE-01	TCGA-DJ-A1QE-01	0.003	0	5.722
TCGA-FF-A7CQ-01	TCGA-FF-A7CQ-01	0.003	0	5.719
TCGA-FE-A3PD-01	TCGA-FE-A3PD-01	0.003	0	5.687
TCGA-56-8623-01	TCGA-56-8623-01	0.003	0	5.669
TCGA-HT-A616-01	TCGA-HT-A616-01	0.003	0	5.662
TCGA-HW-A5KL-01	TCGA-HW-A5KL-01	0.003	0	5.653
TCGA-BJ-A0Z3-01	TCGA-BJ-A0Z3-01	0.003	0	5.642
TCGA-CI-6623-01	TCGA-CI-6623-01	0.003	0	5.633
TCGA-VP-A87E-01	TCGA-VP-A87E-01	0.003	0	5.629
TCGA-ET-A3DT-01	TCGA-ET-A3DT-01	0.003	0	5.591
TCGA-DX-A240-01	TCGA-DX-A240-01	0.003	0	5.571
TCGA-CH-5754-01	TCGA-CH-5754-01	0.003	0	5.57
TCGA-CM-5861-01	TCGA-CM-5861-01	0.003	0	5.533
TCGA-ZG-A8QZ-01	TCGA-ZG-A8QZ-01	0.003	0	5.509
TCGA-AK-3460-01	TCGA-AK-3460-01	0.003	0	5.483
TCGA-EI-6882-01	TCGA-EI-6882-01	0.003	0	5.429
TCGA-CR-7376-01	TCGA-CR-7376-01	0.003	0	5.418
TCGA-06-0157-01	TCGA-06-0157-01	0.003	0	5.416
TCGA-EM-A1CV-01	TCGA-EM-A1CV-01	0.003	0	5.405
TCGA-CJ-6031-01	TCGA-CJ-6031-01	0.003	0	5.399
TCGA-P8-A5KC-01	TCGA-P8-A5KC-01	0.003	0	5.398
TCGA-BR-8363-01	TCGA-BR-8363-01	0.003	0	5.395
TCGA-CK-5916-01	TCGA-CK-5916-01	0.003	0	5.374
TCGA-WK-A8XQ-01	TCGA-WK-A8XQ-01	0.003	0	5.355
TCGA-D8-A1XV-01	TCGA-D8-A1XV-01	0.003	0	5.351
TCGA-RC-A7SF-01	TCGA-RC-A7SF-01	0.003	0	5.338
TCGA-CA-5796-01	TCGA-CA-5796-01	0.003	0	5.329
TCGA-DX-A1L4-01	TCGA-DX-A1L4-01	0.003	0	5.309
TCGA-97-8174-01	TCGA-97-8174-01	0.003	0	5.302
TCGA-EM-A1CW-01	TCGA-EM-A1CW-01	0.003	0	5.268
TCGA-CH-5750-01	TCGA-CH-5750-01	0.003	0	5.26
TCGA-D8-A27P-01	TCGA-D8-A27P-01	0.003	0	5.257
TCGA-BR-8590-01	TCGA-BR-8590-01	0.003	0	5.251
TCGA-BH-A0B7-01	TCGA-BH-A0B7-01	0.003	0	5.227
TCGA-BH-A0H5-01	TCGA-BH-A0H5-01	0.003	0	5.199
TCGA-BP-4991-01	TCGA-BP-4991-01	0.003	0	5.122
TCGA-CH-5788-01	TCGA-CH-5788-01	0.003	0	5.104
TCGA-BP-4344-01	TCGA-BP-4344-01	0.003	0	5.055
TCGA-EM-A22J-01	TCGA-EM-A22J-01	0.003	0	4.979
TCGA-BR-8364-01	TCGA-BR-8364-01	0.003	0	4.937
TCGA-CM-6161-01	TCGA-CM-6161-01	0.003	0	4.935
TCGA-UZ-A9Q1-01	TCGA-UZ-A9Q1-01	0.003	0	4.622
TCGA-B8-4154-01	TCGA-B8-4154-01	0.003	0	4.441
TCGA-BR-6710-01	TCGA-BR-6710-01	0.003	0	4.405
TCGA-BP-4160-01	TCGA-BP-4160-01	0.003	0	4.309
TCGA-02-0039-01	TCGA-02-0039-01	0.003	0	
TCGA-02-0324-01	TCGA-02-0324-01	0.003	0	
TCGA-06-0164-01	TCGA-06-0164-01	0.003	0	
TCGA-08-0245-01	TCGA-08-0245-01	0.003	0	
TCGA-08-0509-01	TCGA-08-0509-01	0.003	0	
TCGA-12-0773-01	TCGA-12-0773-01	0.003	0	
TCGA-28-2502-01	TCGA-28-2502-01	0.003	0	
TCGA-AA-3532-01	TCGA-AA-3532-01	0.003	0	
TCGA-AA-3542-01	TCGA-AA-3542-01	0.003	0	
TCGA-AP-A05N-01	TCGA-AP-A05N-01	0.003	0	
TCGA-AP-A0LN-01	TCGA-AP-A0LN-01	0.003	0	
TCGA-AP-A0LV-01	TCGA-AP-A0LV-01	0.003	0	
TCGA-B5-A1MX-01	TCGA-B5-A1MX-01	0.003	0	
TCGA-BG-A0MQ-01	TCGA-BG-A0MQ-01	0.003	0	
TCGA-BG-A18B-01	TCGA-BG-A18B-01	0.003	0	
TCGA-BS-A0TC-01	TCGA-BS-A0TC-01	0.003	0	
TCGA-D1-A17U-01	TCGA-D1-A17U-01	0.003	0	
TCGA-D1-A2G5-01	TCGA-D1-A2G5-01	0.003	0	
TCGA-FI-A2CX-01	TCGA-FI-A2CX-01	0.003	0	
TCGA-FI-A2D5-01	TCGA-FI-A2D5-01	0.003	0	
TCGA-KC-A4BO-01	TCGA-KC-A4BO-01	0.003	0	
TCGA-R5-A804-01	TCGA-R5-A804-01	0.003	0	
TCGA-VQ-A8DL-01	TCGA-VQ-A8DL-01	0.003	0	
TCGA-X7-A8M5-01	TCGA-X7-A8M5-01	0.002	0	8.373
TCGA-XU-AAY0-01	TCGA-XU-AAY0-01	0.002	0	7.903
TCGA-YT-A95E-01	TCGA-YT-A95E-01	0.002	0	7.888
TCGA-FG-A6J3-01	TCGA-FG-A6J3-01	0.002	0	7.328
TCGA-4V-A9QM-01	TCGA-4V-A9QM-01	0.002	0	7.325
TCGA-XM-AAZ2-01	TCGA-XM-AAZ2-01	0.002	0	7.312
TCGA-X7-A8D7-01	TCGA-X7-A8D7-01	0.002	0	7.014
TCGA-FE-A3PC-01	TCGA-FE-A3PC-01	0.002	0	7.008
TCGA-CF-A47Y-01	TCGA-CF-A47Y-01	0.002	0	6.947
TCGA-E8-A433-01	TCGA-E8-A433-01	0.002	0	6.852
TCGA-A5-A2K7-01	TCGA-A5-A2K7-01	0.002	0	6.827
TCGA-G4-6586-01	TCGA-G4-6586-01	0.002	0	6.753
TCGA-XU-A92T-01	TCGA-XU-A92T-01	0.002	0	6.736
TCGA-IM-A3U2-01	TCGA-IM-A3U2-01	0.002	0	6.671
TCGA-B0-5100-01	TCGA-B0-5100-01	0.002	0	6.62
TCGA-ZJ-AAXI-01	TCGA-ZJ-AAXI-01	0.002	0	6.61
TCGA-EM-A3SU-01	TCGA-EM-A3SU-01	0.002	0	6.598
TCGA-H8-A6C1-01	TCGA-H8-A6C1-01	0.002	0	6.597
TCGA-QF-A5YT-01	TCGA-QF-A5YT-01	0.002	0	6.523
TCGA-WQ-A9G7-01	TCGA-WQ-A9G7-01	0.002	0	6.504
TCGA-L6-A4EQ-01	TCGA-L6-A4EQ-01	0.002	0	6.501
TCGA-BJ-A45J-01	TCGA-BJ-A45J-01	0.002	0	6.495
TCGA-XF-AAMJ-01	TCGA-XF-AAMJ-01	0.002	0	6.423
TCGA-EL-A3TA-01	TCGA-EL-A3TA-01	0.002	0	6.359
TCGA-G4-6309-01	TCGA-G4-6309-01	0.002	0	6.31
TCGA-JY-A6FG-01	TCGA-JY-A6FG-01	0.002	0	6.302
TCGA-IM-A41Y-01	TCGA-IM-A41Y-01	0.002	0	6.29
TCGA-EM-A3AQ-01	TCGA-EM-A3AQ-01	0.002	0	6.279
TCGA-2G-AAFG-01	TCGA-2G-AAFG-01	0.002	0	6.274
TCGA-J4-A67R-01	TCGA-J4-A67R-01	0.002	0	6.269
TCGA-XE-AAOF-01	TCGA-XE-AAOF-01	0.002	0	6.258
TCGA-XM-A8RI-01	TCGA-XM-A8RI-01	0.002	0	6.251
TCGA-EJ-A46E-01	TCGA-EJ-A46E-01	0.002	0	6.249
TCGA-EM-A3FJ-01	TCGA-EM-A3FJ-01	0.002	0	6.217
TCGA-MT-A67F-01	TCGA-MT-A67F-01	0.002	0	6.216
TCGA-DV-5565-01	TCGA-DV-5565-01	0.002	0	6.174
TCGA-FC-A6HD-01	TCGA-FC-A6HD-01	0.002	0	6.168
TCGA-TS-A7OY-01	TCGA-TS-A7OY-01	0.002	0	6.163
TCGA-DE-A69J-01	TCGA-DE-A69J-01	0.002	0	6.152
TCGA-EL-A3GZ-01	TCGA-EL-A3GZ-01	0.002	0	6.147
TCGA-XF-AAN7-01	TCGA-XF-AAN7-01	0.002	0	6.13
TCGA-KS-A4I3-01	TCGA-KS-A4I3-01	0.002	0	6.122
TCGA-DH-A7UV-01	TCGA-DH-A7UV-01	0.002	0	6.112
TCGA-CV-6961-01	TCGA-CV-6961-01	0.002	0	6.106
TCGA-FG-A70Y-01	TCGA-FG-A70Y-01	0.002	0	6.103
TCGA-VN-A88N-01	TCGA-VN-A88N-01	0.002	0	6.099
TCGA-CV-A45O-01	TCGA-CV-A45O-01	0.002	0	6.095
TCGA-J4-A67T-01	TCGA-J4-A67T-01	0.002	0	6.074
TCGA-GM-A3XG-01	TCGA-GM-A3XG-01	0.002	0	6.072
TCGA-VD-A8K9-01	TCGA-VD-A8K9-01	0.002	0	6.069
TCGA-CV-A45V-01	TCGA-CV-A45V-01	0.002	0	6.044
TCGA-F4-6854-01	TCGA-F4-6854-01	0.002	0	6.031
TCGA-BJ-A191-01	TCGA-BJ-A191-01	0.002	0	6.024
TCGA-ET-A25R-01	TCGA-ET-A25R-01	0.002	0	6.001
TCGA-ZB-A965-01	TCGA-ZB-A965-01	0.002	0	5.981
TCGA-V1-A8ML-01	TCGA-V1-A8ML-01	0.002	0	5.965
TCGA-J4-A83K-01	TCGA-J4-A83K-01	0.002	0	5.953
TCGA-QR-A6GY-01	TCGA-QR-A6GY-01	0.002	0	5.918
TCGA-HC-7075-01	TCGA-HC-7075-01	0.002	0	5.91
TCGA-KK-A8IB-01	TCGA-KK-A8IB-01	0.002	0	5.905
TCGA-EL-A3N3-01	TCGA-EL-A3N3-01	0.002	0	5.899
TCGA-DJ-A3VG-01	TCGA-DJ-A3VG-01	0.002	0	5.885
TCGA-3Z-A93Z-01	TCGA-3Z-A93Z-01	0.002	0	5.884
TCGA-FY-A3R8-01	TCGA-FY-A3R8-01	0.002	0	5.853
TCGA-E8-A417-01	TCGA-E8-A417-01	0.002	0	5.795
TCGA-XJ-A9DK-01	TCGA-XJ-A9DK-01	0.002	0	5.784
TCGA-DC-6681-01	TCGA-DC-6681-01	0.002	0	5.778
TCGA-EL-A3T6-01	TCGA-EL-A3T6-01	0.002	0	5.771
TCGA-D7-8575-01	TCGA-D7-8575-01	0.002	0	5.765
TCGA-HZ-A49H-01	TCGA-HZ-A49H-01	0.002	0	5.745
TCGA-E8-A434-01	TCGA-E8-A434-01	0.002	0	5.744
TCGA-S8-A6BV-01	TCGA-S8-A6BV-01	0.002	0	5.744
TCGA-BL-A13I-01	TCGA-BL-A13I-01	0.002	0	5.737
TCGA-BR-7716-01	TCGA-BR-7716-01	0.002	0	5.732
TCGA-DJ-A13U-01	TCGA-DJ-A13U-01	0.002	0	5.73
TCGA-EM-A22I-01	TCGA-EM-A22I-01	0.002	0	5.726
TCGA-HC-8260-01	TCGA-HC-8260-01	0.002	0	5.724
TCGA-FK-A3SE-01	TCGA-FK-A3SE-01	0.002	0	5.722
TCGA-DC-6157-01	TCGA-DC-6157-01	0.002	0	5.714
TCGA-UD-AABY-01	TCGA-UD-AABY-01	0.002	0	5.703
TCGA-EM-A3O7-01	TCGA-EM-A3O7-01	0.002	0	5.702
TCGA-77-A5FZ-01	TCGA-77-A5FZ-01	0.002	0	5.701
TCGA-A4-7828-01	TCGA-A4-7828-01	0.002	0	5.679
TCGA-AN-A0FK-01	TCGA-AN-A0FK-01	0.002	0	5.658
TCGA-E3-A3E3-01	TCGA-E3-A3E3-01	0.002	0	5.655
TCGA-51-4079-01	TCGA-51-4079-01	0.002	0	5.653
TCGA-EJ-A8FP-01	TCGA-EJ-A8FP-01	0.002	0	5.643
TCGA-DD-AACC-01	TCGA-DD-AACC-01	0.002	0	5.639
TCGA-HT-7474-01	TCGA-HT-7474-01	0.002	0	5.609
TCGA-HC-7820-01	TCGA-HC-7820-01	0.002	0	5.601
TCGA-F4-6805-01	TCGA-F4-6805-01	0.002	0	5.597
TCGA-DJ-A1QM-01	TCGA-DJ-A1QM-01	0.002	0	5.594
TCGA-EJ-7793-01	TCGA-EJ-7793-01	0.002	0	5.579
TCGA-DJ-A2Q6-01	TCGA-DJ-A2Q6-01	0.002	0	5.571
TCGA-G3-AAV4-01	TCGA-G3-AAV4-01	0.002	0	5.54
TCGA-CJ-4884-01	TCGA-CJ-4884-01	0.002	0	5.524
TCGA-C8-A274-01	TCGA-C8-A274-01	0.002	0	5.48
TCGA-DJ-A2Q9-01	TCGA-DJ-A2Q9-01	0.002	0	5.469
TCGA-06-0238-01	TCGA-06-0238-01	0.002	0	5.46
TCGA-06-0882-01	TCGA-06-0882-01	0.002	0	5.458
TCGA-B0-4838-01	TCGA-B0-4838-01	0.002	0	5.454
TCGA-2G-AAF1-01	TCGA-2G-AAF1-01	0.002	0	5.44
TCGA-2Z-A9J9-01	TCGA-2Z-A9J9-01	0.002	0	5.44
TCGA-EM-A2CT-01	TCGA-EM-A2CT-01	0.002	0	5.423
TCGA-EM-A2CK-01	TCGA-EM-A2CK-01	0.002	0	5.413
TCGA-BP-4164-01	TCGA-BP-4164-01	0.002	0	5.387
TCGA-6D-AA2E-01	TCGA-6D-AA2E-01	0.002	0	5.364
TCGA-ZH-A8Y6-01	TCGA-ZH-A8Y6-01	0.002	0	5.36
TCGA-DU-8163-01	TCGA-DU-8163-01	0.002	0	5.352
TCGA-BJ-A28V-01	TCGA-BJ-A28V-01	0.002	0	5.348
TCGA-HC-8213-01	TCGA-HC-8213-01	0.002	0	5.345
TCGA-B8-4622-01	TCGA-B8-4622-01	0.002	0	5.339
TCGA-IP-7968-01	TCGA-IP-7968-01	0.002	0	5.305
TCGA-CR-7394-01	TCGA-CR-7394-01	0.002	0	5.3
TCGA-W2-A7HH-01	TCGA-W2-A7HH-01	0.002	0	5.243
TCGA-B0-4827-01	TCGA-B0-4827-01	0.002	0	5.236
TCGA-RD-A8NB-01	TCGA-RD-A8NB-01	0.002	0	5.225
TCGA-2G-AAGX-01	TCGA-2G-AAGX-01	0.002	0	5.218
TCGA-AB-2826-03	TCGA-AB-2826-03	0.002	0	5.208
TCGA-BP-4163-01	TCGA-BP-4163-01	0.002	0	5.204
TCGA-B8-5546-01	TCGA-B8-5546-01	0.002	0	5.17
