sample	samples	HGS	HGS	ENSG00000185359.12
TCGA-HU-A4G3-01	TCGA-HU-A4G3-01	0.008	0	5.032
TCGA-CG-4301-01	TCGA-CG-4301-01	0.008	0	4.926
TCGA-AO-A03U-01	TCGA-AO-A03U-01	0.008	0	4.773
TCGA-A5-A0GG-01	TCGA-A5-A0GG-01	0.008	0	
TCGA-AA-3555-01	TCGA-AA-3555-01	0.008	0	
TCGA-AA-3678-01	TCGA-AA-3678-01	0.008	0	
TCGA-AA-A01R-01	TCGA-AA-A01R-01	0.008	0	
TCGA-AF-2692-01	TCGA-AF-2692-01	0.008	0	
TCGA-AJ-A2QN-01	TCGA-AJ-A2QN-01	0.008	0	
TCGA-AP-A056-01	TCGA-AP-A056-01	0.008	0	
TCGA-AP-A0LD-01	TCGA-AP-A0LD-01	0.008	0	
TCGA-AX-A05Y-01	TCGA-AX-A05Y-01	0.008	0	
TCGA-AX-A06D-01	TCGA-AX-A06D-01	0.008	0	
TCGA-D1-A17S-01	TCGA-D1-A17S-01	0.008	0	
TCGA-5K-AAAP-01	TCGA-5K-AAAP-01	0.007	0	7.725
TCGA-CV-A6JD-01	TCGA-CV-A6JD-01	0.007	0	6.851
TCGA-49-AARE-01	TCGA-49-AARE-01	0.007	0	6.83
TCGA-CJ-4891-01	TCGA-CJ-4891-01	0.007	0	6.733
TCGA-AB-2861-03	TCGA-AB-2861-03	0.007	0	6.723
TCGA-TS-A7PB-01	TCGA-TS-A7PB-01	0.007	0	6.486
TCGA-AB-3002-03	TCGA-AB-3002-03	0.007	0	6.406
TCGA-V4-A9F5-01	TCGA-V4-A9F5-01	0.007	0	6.406
TCGA-A3-3383-01	TCGA-A3-3383-01	0.007	0	6.292
TCGA-CR-7399-01	TCGA-CR-7399-01	0.007	0	6.188
TCGA-V1-A9ZI-01	TCGA-V1-A9ZI-01	0.007	0	6.186
TCGA-DD-AAVP-01	TCGA-DD-AAVP-01	0.007	0	6.168
TCGA-DJ-A1QO-01	TCGA-DJ-A1QO-01	0.007	0	6.138
TCGA-2Z-A9JL-01	TCGA-2Z-A9JL-01	0.007	0	6.137
TCGA-CV-7410-01	TCGA-CV-7410-01	0.007	0	6.127
TCGA-AC-A6NO-01	TCGA-AC-A6NO-01	0.007	0	6.069
TCGA-3A-A9I7-01	TCGA-3A-A9I7-01	0.007	0	6.042
TCGA-XF-A9SW-01	TCGA-XF-A9SW-01	0.007	0	6.034
TCGA-CV-7425-01	TCGA-CV-7425-01	0.007	0	6.014
TCGA-VN-A88P-01	TCGA-VN-A88P-01	0.007	0	5.974
TCGA-DU-7007-01	TCGA-DU-7007-01	0.007	0	5.92
TCGA-DB-A64S-01	TCGA-DB-A64S-01	0.007	0	5.882
TCGA-SP-A6QG-01	TCGA-SP-A6QG-01	0.007	0	5.879
TCGA-HT-7606-01	TCGA-HT-7606-01	0.007	0	5.848
TCGA-4Z-AA7N-01	TCGA-4Z-AA7N-01	0.007	0	5.843
TCGA-25-2401-01	TCGA-25-2401-01	0.007	0	5.836
TCGA-DV-5568-01	TCGA-DV-5568-01	0.007	0	5.831
TCGA-NC-A5HH-01	TCGA-NC-A5HH-01	0.007	0	5.811
TCGA-BP-4331-01	TCGA-BP-4331-01	0.007	0	5.782
TCGA-DS-A7WF-01	TCGA-DS-A7WF-01	0.007	0	5.781
TCGA-CR-7392-01	TCGA-CR-7392-01	0.007	0	5.773
TCGA-EL-A3N2-01	TCGA-EL-A3N2-01	0.007	0	5.746
TCGA-AF-5654-01	TCGA-AF-5654-01	0.007	0	5.727
TCGA-BR-8366-01	TCGA-BR-8366-01	0.007	0	5.725
TCGA-BP-4332-01	TCGA-BP-4332-01	0.007	0	5.687
TCGA-HD-7754-01	TCGA-HD-7754-01	0.007	0	5.673
TCGA-QH-A6X9-01	TCGA-QH-A6X9-01	0.007	0	5.646
TCGA-G4-6627-01	TCGA-G4-6627-01	0.007	0	5.631
TCGA-Y8-A8S1-01	TCGA-Y8-A8S1-01	0.007	0	5.626
TCGA-05-4426-01	TCGA-05-4426-01	0.007	0	5.622
TCGA-DD-AADV-01	TCGA-DD-AADV-01	0.007	0	5.568
TCGA-27-1837-01	TCGA-27-1837-01	0.007	0	5.557
TCGA-55-6983-01	TCGA-55-6983-01	0.007	0	5.531
TCGA-EJ-7792-01	TCGA-EJ-7792-01	0.007	0	5.496
TCGA-B0-5108-01	TCGA-B0-5108-01	0.007	0	5.49
TCGA-KK-A8II-01	TCGA-KK-A8II-01	0.007	0	5.475
TCGA-EM-A3AR-01	TCGA-EM-A3AR-01	0.007	0	5.466
TCGA-D8-A141-01	TCGA-D8-A141-01	0.007	0	5.452
TCGA-EL-A3H2-01	TCGA-EL-A3H2-01	0.007	0	5.428
TCGA-18-4086-01	TCGA-18-4086-01	0.007	0	5.423
TCGA-LL-A442-01	TCGA-LL-A442-01	0.007	0	5.361
TCGA-HT-7485-01	TCGA-HT-7485-01	0.007	0	5.359
TCGA-39-5030-01	TCGA-39-5030-01	0.007	0	5.319
TCGA-TK-A8OK-01	TCGA-TK-A8OK-01	0.007	0	5.301
TCGA-B0-5693-01	TCGA-B0-5693-01	0.007	0	5.3
TCGA-B0-5710-01	TCGA-B0-5710-01	0.007	0	5.298
TCGA-P4-AAVM-01	TCGA-P4-AAVM-01	0.007	0	5.297
TCGA-B0-5709-01	TCGA-B0-5709-01	0.007	0	5.273
TCGA-J4-8200-01	TCGA-J4-8200-01	0.007	0	5.271
TCGA-A3-3322-01	TCGA-A3-3322-01	0.007	0	5.27
TCGA-HC-7211-01	TCGA-HC-7211-01	0.007	0	5.264
TCGA-EJ-7785-01	TCGA-EJ-7785-01	0.007	0	5.229
TCGA-BH-A0GY-01	TCGA-BH-A0GY-01	0.007	0	5.2
TCGA-AB-2814-03	TCGA-AB-2814-03	0.007	0	5.169
TCGA-CA-6717-01	TCGA-CA-6717-01	0.007	0	5.164
TCGA-BP-5009-01	TCGA-BP-5009-01	0.007	0	5.155
TCGA-BP-4353-01	TCGA-BP-4353-01	0.007	0	5.147
TCGA-B0-5110-01	TCGA-B0-5110-01	0.007	0	5.118
TCGA-A3-3376-01	TCGA-A3-3376-01	0.007	0	5.116
TCGA-BH-A0BS-01	TCGA-BH-A0BS-01	0.007	0	5.092
TCGA-2Y-A9HB-01	TCGA-2Y-A9HB-01	0.007	0	4.976
TCGA-AC-A2FF-01	TCGA-AC-A2FF-01	0.007	0	4.97
TCGA-BR-4255-01	TCGA-BR-4255-01	0.007	0	4.957
TCGA-DV-5574-01	TCGA-DV-5574-01	0.007	0	4.81
TCGA-50-5066-01	TCGA-50-5066-01	0.007	0	4.62
TCGA-WX-AA46-01	TCGA-WX-AA46-01	0.007	0	4.399
TCGA-02-0333-01	TCGA-02-0333-01	0.007	0	
TCGA-14-0740-01	TCGA-14-0740-01	0.007	0	
TCGA-16-1048-01	TCGA-16-1048-01	0.007	0	
TCGA-76-6193-01	TCGA-76-6193-01	0.007	0	
TCGA-AA-A00A-01	TCGA-AA-A00A-01	0.007	0	
TCGA-AP-A0LJ-01	TCGA-AP-A0LJ-01	0.007	0	
TCGA-B5-A0JZ-01	TCGA-B5-A0JZ-01	0.007	0	
TCGA-BG-A0MI-01	TCGA-BG-A0MI-01	0.007	0	
TCGA-D1-A174-01	TCGA-D1-A174-01	0.007	0	
TCGA-CF-A47W-01	TCGA-CF-A47W-01	0.006	0	7.582
TCGA-KS-A4I1-01	TCGA-KS-A4I1-01	0.006	0	7.5
TCGA-XU-A92Y-01	TCGA-XU-A92Y-01	0.006	0	7.406
TCGA-4V-A9QL-01	TCGA-4V-A9QL-01	0.006	0	7.376
TCGA-DD-A3A6-01	TCGA-DD-A3A6-01	0.006	0	7.262
TCGA-DD-AACL-01	TCGA-DD-AACL-01	0.006	0	7.176
TCGA-CV-6436-01	TCGA-CV-6436-01	0.006	0	6.975
TCGA-HT-7692-01	TCGA-HT-7692-01	0.006	0	6.831
TCGA-FG-A4MT-01	TCGA-FG-A4MT-01	0.006	0	6.716
TCGA-VD-AA8Q-01	TCGA-VD-AA8Q-01	0.006	0	6.706
TCGA-DI-A2QT-01	TCGA-DI-A2QT-01	0.006	0	6.669
TCGA-BJ-A0ZH-01	TCGA-BJ-A0ZH-01	0.006	0	6.619
TCGA-B5-A3FC-01	TCGA-B5-A3FC-01	0.006	0	6.512
TCGA-CN-A63V-01	TCGA-CN-A63V-01	0.006	0	6.51
TCGA-WN-A9G9-01	TCGA-WN-A9G9-01	0.006	0	6.37
TCGA-AO-A126-01	TCGA-AO-A126-01	0.006	0	6.362
TCGA-D3-A8GD-06	TCGA-D3-A8GD-06	0.006	0	6.361
TCGA-DU-A5TT-01	TCGA-DU-A5TT-01	0.006	0	6.344
TCGA-S9-A6TX-01	TCGA-S9-A6TX-01	0.006	0	6.332
TCGA-3H-AB3T-01	TCGA-3H-AB3T-01	0.006	0	6.328
TCGA-EL-A3T3-01	TCGA-EL-A3T3-01	0.006	0	6.306
TCGA-D8-A3Z5-01	TCGA-D8-A3Z5-01	0.006	0	6.273
TCGA-TN-A7HI-01	TCGA-TN-A7HI-01	0.006	0	6.231
TCGA-AB-2899-03	TCGA-AB-2899-03	0.006	0	6.203
TCGA-OL-A66J-01	TCGA-OL-A66J-01	0.006	0	6.192
TCGA-DX-A3U5-01	TCGA-DX-A3U5-01	0.006	0	6.164
TCGA-ND-A4WC-01	TCGA-ND-A4WC-01	0.006	0	6.151
TCGA-AJ-A3OJ-01	TCGA-AJ-A3OJ-01	0.006	0	6.147
TCGA-P5-A5F1-01	TCGA-P5-A5F1-01	0.006	0	6.144
TCGA-VS-A9UT-01	TCGA-VS-A9UT-01	0.006	0	6.143
TCGA-FY-A40M-01	TCGA-FY-A40M-01	0.006	0	6.13
TCGA-P5-A737-01	TCGA-P5-A737-01	0.006	0	6.125
TCGA-HV-AA8V-01	TCGA-HV-AA8V-01	0.006	0	6.078
TCGA-JW-A5VH-01	TCGA-JW-A5VH-01	0.006	0	6.07
TCGA-DH-A7UT-01	TCGA-DH-A7UT-01	0.006	0	6.055
TCGA-KK-A7AU-01	TCGA-KK-A7AU-01	0.006	0	6.051
TCGA-J8-A3YH-01	TCGA-J8-A3YH-01	0.006	0	6.033
TCGA-AB-2993-03	TCGA-AB-2993-03	0.006	0	6.006
TCGA-VD-A8KJ-01	TCGA-VD-A8KJ-01	0.006	0	6.001
TCGA-23-1023-01	TCGA-23-1023-01	0.006	0	5.997
TCGA-EY-A548-01	TCGA-EY-A548-01	0.006	0	5.985
TCGA-43-7656-01	TCGA-43-7656-01	0.006	0	5.97
TCGA-55-6984-01	TCGA-55-6984-01	0.006	0	5.943
TCGA-FE-A237-01	TCGA-FE-A237-01	0.006	0	5.924
TCGA-GN-A266-06	TCGA-GN-A266-06	0.006	0	5.915
TCGA-BJ-A0Z5-01	TCGA-BJ-A0Z5-01	0.006	0	5.889
TCGA-WB-A816-01	TCGA-WB-A816-01	0.006	0	5.874
TCGA-22-1005-01	TCGA-22-1005-01	0.006	0	5.813
TCGA-CH-5744-01	TCGA-CH-5744-01	0.006	0	5.753
TCGA-HC-7230-01	TCGA-HC-7230-01	0.006	0	5.741
TCGA-BP-5191-01	TCGA-BP-5191-01	0.006	0	5.72
TCGA-91-6849-01	TCGA-91-6849-01	0.006	0	5.718
TCGA-KK-A8I5-01	TCGA-KK-A8I5-01	0.006	0	5.69
TCGA-DB-5270-01	TCGA-DB-5270-01	0.006	0	5.677
TCGA-XF-AAME-01	TCGA-XF-AAME-01	0.006	0	5.662
TCGA-32-2634-01	TCGA-32-2634-01	0.006	0	5.617
TCGA-J8-A3YE-01	TCGA-J8-A3YE-01	0.006	0	5.587
TCGA-E3-A3DY-01	TCGA-E3-A3DY-01	0.006	0	5.581
TCGA-AR-A1AU-01	TCGA-AR-A1AU-01	0.006	0	5.564
TCGA-FG-8182-01	TCGA-FG-8182-01	0.006	0	5.555
TCGA-AR-A2LO-01	TCGA-AR-A2LO-01	0.006	0	5.542
TCGA-EM-A3FK-01	TCGA-EM-A3FK-01	0.006	0	5.542
TCGA-R5-A7ZI-01	TCGA-R5-A7ZI-01	0.006	0	5.51
TCGA-BR-8676-01	TCGA-BR-8676-01	0.006	0	5.455
TCGA-A2-A0YJ-01	TCGA-A2-A0YJ-01	0.006	0	5.439
TCGA-39-5034-01	TCGA-39-5034-01	0.006	0	5.398
TCGA-E2-A15J-01	TCGA-E2-A15J-01	0.006	0	5.393
TCGA-HZ-8519-01	TCGA-HZ-8519-01	0.006	0	5.39
TCGA-A3-3370-01	TCGA-A3-3370-01	0.006	0	5.365
TCGA-E2-A1L6-01	TCGA-E2-A1L6-01	0.006	0	5.356
TCGA-BR-8381-01	TCGA-BR-8381-01	0.006	0	5.346
TCGA-A6-5665-01	TCGA-A6-5665-01	0.006	0	5.32
TCGA-EM-A3FL-01	TCGA-EM-A3FL-01	0.006	0	5.32
TCGA-A8-A08Z-01	TCGA-A8-A08Z-01	0.006	0	5.287
TCGA-B0-5812-01	TCGA-B0-5812-01	0.006	0	5.265
TCGA-D8-A27I-01	TCGA-D8-A27I-01	0.006	0	5.233
TCGA-AC-A2B8-01	TCGA-AC-A2B8-01	0.006	0	5.195
TCGA-CZ-5451-01	TCGA-CZ-5451-01	0.006	0	5.165
TCGA-A2-A0EW-01	TCGA-A2-A0EW-01	0.006	0	5.144
TCGA-FP-8210-01	TCGA-FP-8210-01	0.006	0	5.066
TCGA-44-2666-01	TCGA-44-2666-01	0.006	0	4.971
TCGA-44-3398-01	TCGA-44-3398-01	0.006	0	4.836
TCGA-2G-AAF6-01	TCGA-2G-AAF6-01	0.006	0	4.828
TCGA-BH-A0HO-01	TCGA-BH-A0HO-01	0.006	0	4.818
TCGA-BA-4074-01	TCGA-BA-4074-01	0.006	0	4.642
TCGA-DD-A3A2-01	TCGA-DD-A3A2-01	0.006	0	4.401
TCGA-02-0009-01	TCGA-02-0009-01	0.006	0	
TCGA-06-0402-01	TCGA-06-0402-01	0.006	0	
TCGA-12-1089-01	TCGA-12-1089-01	0.006	0	
TCGA-12-1093-01	TCGA-12-1093-01	0.006	0	
TCGA-19-1385-01	TCGA-19-1385-01	0.006	0	
TCGA-19-5959-01	TCGA-19-5959-01	0.006	0	
TCGA-24-1927-01	TCGA-24-1927-01	0.006	0	
TCGA-24-2260-01	TCGA-24-2260-01	0.006	0	
TCGA-A5-A0GE-01	TCGA-A5-A0GE-01	0.006	0	
TCGA-A5-A0GX-01	TCGA-A5-A0GX-01	0.006	0	
TCGA-AG-3586-01	TCGA-AG-3586-01	0.006	0	
TCGA-AP-A0LM-01	TCGA-AP-A0LM-01	0.006	0	
TCGA-AP-A1DH-01	TCGA-AP-A1DH-01	0.006	0	
TCGA-AP-A1DK-01	TCGA-AP-A1DK-01	0.006	0	
TCGA-AP-A1DR-01	TCGA-AP-A1DR-01	0.006	0	
TCGA-AP-A1DV-01	TCGA-AP-A1DV-01	0.006	0	
TCGA-AX-A1C9-01	TCGA-AX-A1C9-01	0.006	0	
TCGA-B5-A0JU-01	TCGA-B5-A0JU-01	0.006	0	
TCGA-B5-A11S-01	TCGA-B5-A11S-01	0.006	0	
TCGA-D1-A103-01	TCGA-D1-A103-01	0.006	0	
TCGA-D1-A16Q-01	TCGA-D1-A16Q-01	0.006	0	
TCGA-EY-A1H0-01	TCGA-EY-A1H0-01	0.006	0	
TCGA-ZB-A96E-01	TCGA-ZB-A96E-01	0.005	0	7.844
TCGA-A5-A2K5-01	TCGA-A5-A2K5-01	0.005	0	7.46
TCGA-C5-A2LX-01	TCGA-C5-A2LX-01	0.005	0	7.077
TCGA-DI-A1BU-01	TCGA-DI-A1BU-01	0.005	0	7.076
TCGA-ZM-AA0D-01	TCGA-ZM-AA0D-01	0.005	0	7.053
TCGA-ZT-A8OM-01	TCGA-ZT-A8OM-01	0.005	0	6.885
TCGA-DJ-A4UL-01	TCGA-DJ-A4UL-01	0.005	0	6.82
TCGA-ZF-AA4U-01	TCGA-ZF-AA4U-01	0.005	0	6.759
TCGA-KK-A7AZ-01	TCGA-KK-A7AZ-01	0.005	0	6.714
TCGA-BB-7870-01	TCGA-BB-7870-01	0.005	0	6.701
TCGA-19-2625-01	TCGA-19-2625-01	0.005	0	6.647
TCGA-D6-A6EK-01	TCGA-D6-A6EK-01	0.005	0	6.539
TCGA-N5-A4RF-01	TCGA-N5-A4RF-01	0.005	0	6.499
TCGA-KK-A7B2-01	TCGA-KK-A7B2-01	0.005	0	6.391
TCGA-S9-A6TV-01	TCGA-S9-A6TV-01	0.005	0	6.387
TCGA-DS-A7WH-01	TCGA-DS-A7WH-01	0.005	0	6.363
TCGA-BJ-A45I-01	TCGA-BJ-A45I-01	0.005	0	6.33
TCGA-DM-A0XD-01	TCGA-DM-A0XD-01	0.005	0	6.29
TCGA-KC-A7F6-01	TCGA-KC-A7F6-01	0.005	0	6.27
TCGA-H7-A6C4-01	TCGA-H7-A6C4-01	0.005	0	6.254
TCGA-V4-A9EV-01	TCGA-V4-A9EV-01	0.005	0	6.253
TCGA-24-1431-01	TCGA-24-1431-01	0.005	0	6.243
TCGA-QQ-A5V2-01	TCGA-QQ-A5V2-01	0.005	0	6.229
TCGA-MJ-A850-01	TCGA-MJ-A850-01	0.005	0	6.227
TCGA-5L-AAT1-01	TCGA-5L-AAT1-01	0.005	0	6.22
TCGA-BK-A6W3-01	TCGA-BK-A6W3-01	0.005	0	6.22
TCGA-5M-AAT6-01	TCGA-5M-AAT6-01	0.005	0	6.18
TCGA-G9-6361-01	TCGA-G9-6361-01	0.005	0	6.174
TCGA-HC-A6AO-01	TCGA-HC-A6AO-01	0.005	0	6.139
TCGA-AR-A1AM-01	TCGA-AR-A1AM-01	0.005	0	6.076
TCGA-G9-6342-01	TCGA-G9-6342-01	0.005	0	6.047
TCGA-HT-7879-01	TCGA-HT-7879-01	0.005	0	6.042
TCGA-D8-A4Z1-01	TCGA-D8-A4Z1-01	0.005	0	6.03
TCGA-KC-A4BN-01	TCGA-KC-A4BN-01	0.005	0	5.984
TCGA-C5-A7XC-01	TCGA-C5-A7XC-01	0.005	0	5.97
TCGA-AC-A4ZE-01	TCGA-AC-A4ZE-01	0.005	0	5.959
TCGA-55-8513-01	TCGA-55-8513-01	0.005	0	5.952
TCGA-21-1080-01	TCGA-21-1080-01	0.005	0	5.947
TCGA-98-A53C-01	TCGA-98-A53C-01	0.005	0	5.945
TCGA-G9-6385-01	TCGA-G9-6385-01	0.005	0	5.941
TCGA-BP-4968-01	TCGA-BP-4968-01	0.005	0	5.825
TCGA-FY-A3YR-01	TCGA-FY-A3YR-01	0.005	0	5.825
TCGA-AJ-A5DW-01	TCGA-AJ-A5DW-01	0.005	0	5.815
TCGA-HC-A631-01	TCGA-HC-A631-01	0.005	0	5.796
TCGA-06-2559-01	TCGA-06-2559-01	0.005	0	5.769
TCGA-RW-A68B-01	TCGA-RW-A68B-01	0.005	0	5.766
TCGA-BR-8486-01	TCGA-BR-8486-01	0.005	0	5.731
TCGA-AB-3007-03	TCGA-AB-3007-03	0.005	0	5.714
TCGA-DJ-A2PR-01	TCGA-DJ-A2PR-01	0.005	0	5.704
TCGA-BJ-A28Z-01	TCGA-BJ-A28Z-01	0.005	0	5.676
TCGA-J8-A3YD-01	TCGA-J8-A3YD-01	0.005	0	5.676
TCGA-76-4928-01	TCGA-76-4928-01	0.005	0	5.663
TCGA-HT-7602-01	TCGA-HT-7602-01	0.005	0	5.663
TCGA-H2-A3RH-01	TCGA-H2-A3RH-01	0.005	0	5.662
TCGA-G9-6371-01	TCGA-G9-6371-01	0.005	0	5.648
TCGA-C5-A7CG-01	TCGA-C5-A7CG-01	0.005	0	5.64
TCGA-EJ-AB27-01	TCGA-EJ-AB27-01	0.005	0	5.624
TCGA-19-2620-01	TCGA-19-2620-01	0.005	0	5.588
TCGA-HC-7081-01	TCGA-HC-7081-01	0.005	0	5.585
TCGA-CZ-4854-01	TCGA-CZ-4854-01	0.005	0	5.576
TCGA-WB-A81E-01	TCGA-WB-A81E-01	0.005	0	5.566
TCGA-HT-7611-01	TCGA-HT-7611-01	0.005	0	5.563
TCGA-G4-6294-01	TCGA-G4-6294-01	0.005	0	5.559
TCGA-66-2794-01	TCGA-66-2794-01	0.005	0	5.535
TCGA-HT-7482-01	TCGA-HT-7482-01	0.005	0	5.523
TCGA-VP-A87C-01	TCGA-VP-A87C-01	0.005	0	5.501
TCGA-CD-8525-01	TCGA-CD-8525-01	0.005	0	5.488
TCGA-66-2800-01	TCGA-66-2800-01	0.005	0	5.487
TCGA-CN-5373-01	TCGA-CN-5373-01	0.005	0	5.487
TCGA-EW-A1PE-01	TCGA-EW-A1PE-01	0.005	0	5.486
TCGA-X6-A7WA-01	TCGA-X6-A7WA-01	0.005	0	5.484
TCGA-ET-A39L-01	TCGA-ET-A39L-01	0.005	0	5.471
TCGA-CG-5721-01	TCGA-CG-5721-01	0.005	0	5.46
TCGA-BP-4347-01	TCGA-BP-4347-01	0.005	0	5.421
TCGA-CM-6165-01	TCGA-CM-6165-01	0.005	0	5.372
TCGA-G9-6370-01	TCGA-G9-6370-01	0.005	0	5.364
TCGA-B0-5698-01	TCGA-B0-5698-01	0.005	0	5.357
TCGA-EM-A3AJ-01	TCGA-EM-A3AJ-01	0.005	0	5.33
TCGA-BR-8591-01	TCGA-BR-8591-01	0.005	0	5.306
TCGA-OL-A6VQ-01	TCGA-OL-A6VQ-01	0.005	0	5.303
TCGA-02-2483-01	TCGA-02-2483-01	0.005	0	5.282
TCGA-HC-7748-01	TCGA-HC-7748-01	0.005	0	5.281
TCGA-E9-A1NG-01	TCGA-E9-A1NG-01	0.005	0	5.235
TCGA-DD-AAVZ-01	TCGA-DD-AAVZ-01	0.005	0	5.185
TCGA-AN-A0FN-01	TCGA-AN-A0FN-01	0.005	0	5.183
TCGA-DV-5576-01	TCGA-DV-5576-01	0.005	0	5.18
TCGA-HT-7860-01	TCGA-HT-7860-01	0.005	0	5.16
TCGA-DD-A39W-01	TCGA-DD-A39W-01	0.005	0	5.143
TCGA-BJ-A45E-01	TCGA-BJ-A45E-01	0.005	0	5.101
TCGA-B8-4620-01	TCGA-B8-4620-01	0.005	0	5.086
TCGA-BH-A0E1-01	TCGA-BH-A0E1-01	0.005	0	5.077
TCGA-BP-4982-01	TCGA-BP-4982-01	0.005	0	5.036
TCGA-BR-7958-01	TCGA-BR-7958-01	0.005	0	5.016
TCGA-BR-8078-01	TCGA-BR-8078-01	0.005	0	5.015
TCGA-HU-A4GQ-01	TCGA-HU-A4GQ-01	0.005	0	4.979
TCGA-A6-5661-01	TCGA-A6-5661-01	0.005	0	4.973
TCGA-DD-AAD3-01	TCGA-DD-AAD3-01	0.005	0	4.935
TCGA-EJ-5526-01	TCGA-EJ-5526-01	0.005	0	4.809
TCGA-BR-A4QM-01	TCGA-BR-A4QM-01	0.005	0	4.752
TCGA-12-0620-01	TCGA-12-0620-01	0.005	0	
TCGA-AB-2831-03	TCGA-AB-2831-03	0.005	0	
TCGA-AG-A032-01	TCGA-AG-A032-01	0.005	0	
TCGA-AP-A054-01	TCGA-AP-A054-01	0.005	0	
TCGA-AP-A0LQ-01	TCGA-AP-A0LQ-01	0.005	0	
TCGA-AP-A1DO-01	TCGA-AP-A1DO-01	0.005	0	
TCGA-BG-A0LW-01	TCGA-BG-A0LW-01	0.005	0	
TCGA-BS-A0UJ-01	TCGA-BS-A0UJ-01	0.005	0	
TCGA-BS-A0UT-01	TCGA-BS-A0UT-01	0.005	0	
TCGA-D1-A16Y-01	TCGA-D1-A16Y-01	0.005	0	
TCGA-D1-A17F-01	TCGA-D1-A17F-01	0.005	0	
TCGA-D1-A17H-01	TCGA-D1-A17H-01	0.005	0	
TCGA-D1-A17Q-01	TCGA-D1-A17Q-01	0.005	0	
TCGA-E6-A1LX-01	TCGA-E6-A1LX-01	0.005	0	
TCGA-EC-A1QX-01	TCGA-EC-A1QX-01	0.005	0	
TCGA-EY-A1G7-01	TCGA-EY-A1G7-01	0.005	0	
TCGA-EY-A215-01	TCGA-EY-A215-01	0.005	0	
TCGA-G4-6323-01	TCGA-G4-6323-01	0.005	0	
TCGA-CF-A47S-01	TCGA-CF-A47S-01	0.004	0	7.143
TCGA-AB-2866-03	TCGA-AB-2866-03	0.004	0	7.068
TCGA-EO-A3AY-01	TCGA-EO-A3AY-01	0.004	0	6.96
TCGA-AJ-A8CT-01	TCGA-AJ-A8CT-01	0.004	0	6.947
TCGA-AB-2994-03	TCGA-AB-2994-03	0.004	0	6.851
TCGA-KK-A59V-01	TCGA-KK-A59V-01	0.004	0	6.803
TCGA-KS-A41J-01	TCGA-KS-A41J-01	0.004	0	6.787
TCGA-V4-A9EQ-01	TCGA-V4-A9EQ-01	0.004	0	6.754
TCGA-B5-A3FA-01	TCGA-B5-A3FA-01	0.004	0	6.693
TCGA-VS-A957-01	TCGA-VS-A957-01	0.004	0	6.676
TCGA-85-8580-01	TCGA-85-8580-01	0.004	0	6.648
TCGA-EM-A3FM-01	TCGA-EM-A3FM-01	0.004	0	6.636
TCGA-XU-A92V-01	TCGA-XU-A92V-01	0.004	0	6.595
TCGA-EM-A3ST-01	TCGA-EM-A3ST-01	0.004	0	6.587
TCGA-J4-A67Q-01	TCGA-J4-A67Q-01	0.004	0	6.519
TCGA-EL-A3ZT-01	TCGA-EL-A3ZT-01	0.004	0	6.504
TCGA-DM-A282-01	TCGA-DM-A282-01	0.004	0	6.433
TCGA-G9-6343-01	TCGA-G9-6343-01	0.004	0	6.426
TCGA-HC-A6AQ-01	TCGA-HC-A6AQ-01	0.004	0	6.41
TCGA-UF-A719-01	TCGA-UF-A719-01	0.004	0	6.398
TCGA-FD-A3N5-01	TCGA-FD-A3N5-01	0.004	0	6.39
TCGA-DJ-A4V5-01	TCGA-DJ-A4V5-01	0.004	0	6.385
TCGA-QU-A6IP-01	TCGA-QU-A6IP-01	0.004	0	6.367
TCGA-B0-4828-01	TCGA-B0-4828-01	0.004	0	6.363
TCGA-CV-7428-01	TCGA-CV-7428-01	0.004	0	6.354
TCGA-AB-2846-03	TCGA-AB-2846-03	0.004	0	6.347
TCGA-ZB-A964-01	TCGA-ZB-A964-01	0.004	0	6.327
TCGA-KS-A41F-01	TCGA-KS-A41F-01	0.004	0	6.323
TCGA-FF-8062-01	TCGA-FF-8062-01	0.004	0	6.322
TCGA-AB-2915-03	TCGA-AB-2915-03	0.004	0	6.309
TCGA-D3-A51F-06	TCGA-D3-A51F-06	0.004	0	6.297
TCGA-H2-A421-01	TCGA-H2-A421-01	0.004	0	6.289
TCGA-24-2297-01	TCGA-24-2297-01	0.004	0	6.261
TCGA-US-A77G-01	TCGA-US-A77G-01	0.004	0	6.234
TCGA-GF-A3OT-06	TCGA-GF-A3OT-06	0.004	0	6.229
TCGA-J8-A3YF-01	TCGA-J8-A3YF-01	0.004	0	6.227
TCGA-N5-A4RT-01	TCGA-N5-A4RT-01	0.004	0	6.226
TCGA-G4-6588-01	TCGA-G4-6588-01	0.004	0	6.216
TCGA-PG-A916-01	TCGA-PG-A916-01	0.004	0	6.21
TCGA-E7-A8O7-01	TCGA-E7-A8O7-01	0.004	0	6.197
TCGA-ZF-AA5N-01	TCGA-ZF-AA5N-01	0.004	0	6.167
TCGA-AB-2845-03	TCGA-AB-2845-03	0.004	0	6.142
TCGA-G9-7519-01	TCGA-G9-7519-01	0.004	0	6.113
TCGA-EO-A3AU-01	TCGA-EO-A3AU-01	0.004	0	6.062
TCGA-UF-A7JC-01	TCGA-UF-A7JC-01	0.004	0	6.047
TCGA-J9-A8CK-01	TCGA-J9-A8CK-01	0.004	0	6.043
TCGA-J8-A3YG-01	TCGA-J8-A3YG-01	0.004	0	6.038
