"","logFC","AveExpr","t","P.Value","adj.P.Val","B","regulate"
"P60842",-1.30658040967434,20.2292318566743,-2.20370439320983,0.0524664473703243,0.14904185491924,-4.51040554332966,"unchanged"
"P11279",1.30069330777132,19.6708426946622,1.91471757975814,0.0849419439815236,0.194666368970818,-4.95750190451422,"unchanged"
"Q8IWZ3",1.2885903338968,18.1645952685235,3.32819677385386,0.00778170961201589,0.0480370920280212,-2.65217390500104,"up-regulated"
"Q8IW75",1.28248507905396,21.0306564305522,3.02458858610813,0.0129839795508653,0.0661564672353613,-3.15962135832929,"up-regulated"
"Q15828",1.27984258239276,20.1347439992721,2.61124265109029,0.0262552457518328,0.101541372124558,-3.848523418749,"up-regulated"
"P35754",1.25992164960216,19.4858322001079,3.5918085726588,0.00502128822563494,0.0411592306191059,-2.21490041189257,"up-regulated"
"P02788",1.24501526779816,20.8173138146592,2.44933697609704,0.0346005505590601,0.119427706768369,-4.11462997777225,"up-regulated"
"Q8NCA5",-1.24197098898141,20.3420978717449,-1.58318687998975,0.144875671146831,0.271959593205455,-5.43363409751507,"unchanged"
"P26599",1.2401164510748,18.3373950580147,2.36939658796102,0.0396381726153685,0.123608612007691,-4.24465778167866,"up-regulated"
"P05089",1.23867452788208,24.5390800587142,2.90426131906356,0.0159296479263609,0.0733759028582853,-3.36091138574771,"up-regulated"
"P50402",1.23325661473627,19.2370445693037,3.2190507519552,0.00934679801828399,0.0535771814976636,-2.83432696351163,"up-regulated"
"P47755",1.22689754447187,19.4115118187978,2.93891053261935,0.0150178120280541,0.0719510098657515,-3.30297480115099,"up-regulated"
"P47929",1.22540801990001,22.3384242377554,2.04171857358672,0.0688313462317214,0.172668154553742,-4.76401911448569,"unchanged"
"P07355",1.2135570895983,23.7116828081893,3.07825492117494,0.0118551791794057,0.0641384222071392,-3.06980578601143,"up-regulated"
"P46777",1.21057931158162,19.0016530949502,2.3815544922892,0.0388280206651486,0.123608612007691,-4.22495014266071,"up-regulated"
"Q9NZT1",1.19123509612866,26.3614958492433,2.55204816116024,0.0290450772336594,0.106821037736975,-3.94618683285277,"up-regulated"
"Q13867",1.1852517780409,21.5017814943466,1.80794746253133,0.101147558033158,0.214205549070708,-5.11583161164413,"unchanged"
"P31942",1.17240634588545,26.015887338833,2.88716895477115,0.0163999248964329,0.0733759028582853,-3.38947917835245,"up-regulated"
"P06733",1.1697246206288,22.9724544144461,2.40490174926757,0.0373175310002253,0.12223395358237,-4.18703454824601,"up-regulated"
"Q13573",-1.16152089642981,20.0779266840284,-2.36481752014257,0.0399475758005698,0.123608612007691,-4.25207365894096,"down-regulated"
"Q8WWY7",1.15232280754473,19.0275166621256,2.68631794321639,0.0230979912545182,0.0926048507519526,-3.72415586952216,"up-regulated"
"Q16610",1.14766308917769,19.3137643204268,2.88030517359489,0.0165927078530474,0.0733759028582853,-3.40094853528906,"up-regulated"
"P22735",1.1463842434817,22.3363855991499,2.92330878887117,0.0154216521067576,0.0727992695039585,-3.32906601555785,"up-regulated"
"O60506",1.14477901115533,19.8998141452224,1.96932546752567,0.0776224055051386,0.187344302008643,-4.87494843372296,"unchanged"
"Q9P2E9",1.1401889697926,25.8862216242107,3.1073768533599,0.0112850945784205,0.0624571613736723,-3.02107317825272,"up-regulated"
"Q6ZVX7",1.12962571389953,20.5784752830981,2.42909798920855,0.0358130290036933,0.120165176410041,-4.14764637645496,"up-regulated"
"Q14671",1.1274240469047,18.405806064019,2.44257103312463,0.0350013173525651,0.119525775214611,-4.1256743636659,"up-regulated"
"O95835",1.12698916282926,18.0788404762828,2.18723585318746,0.053942119307125,0.150568872152932,-4.53649605478963,"unchanged"
"P04083",1.12553069082745,19.1771259935405,1.87036532672002,0.0913564265614353,0.200858992645348,-5.02378693535098,"unchanged"
"Q12906",-1.12330828060391,19.4602784041478,-1.93123777998079,0.0826620592281883,0.192279137769916,-4.93263431986273,"unchanged"
"P04406",1.12321037934995,25.0034846613707,2.54723896038435,0.0292842720275819,0.106821037736975,-3.95410405005302,"up-regulated"
"P07814",1.1205496566809,18.0943190567326,2.87698680183151,0.016686731802663,0.0733759028582853,-3.40649295346513,"up-regulated"
"P46736",1.1116868060992,19.6324439957289,2.35067529858378,0.0409181512851574,0.12509263392891,-4.27495372925581,"up-regulated"
"P04792",1.10237928792782,22.3779618418602,1.93992095153234,0.0814868222434405,0.190928977665288,-4.91952606876458,"unchanged"
"P09012",-1.0955064217013,20.860994268842,-2.19568834882666,0.0531797986957465,0.149743117380128,-4.5231130740849,"unchanged"
"Q5D862",1.0924921126433,24.1583535186832,2.70161362249822,0.0225028694339168,0.09143570997832,-3.69875791629446,"up-regulated"
"P62424",-1.08496907129669,22.4146183178839,-2.29643799618258,0.0448585995636056,0.131686488838703,-4.36235748406186,"down-regulated"
"Q9UI42",1.07544987446817,18.8967620305892,2.55866604502453,0.0287190921202603,0.106821037736975,-3.93528759019918,"up-regulated"
"P43243",1.07486967921378,18.7178235400938,2.6377664695725,0.0250933731588771,0.0982313754146285,-3.80464399756924,"up-regulated"
"P81605",1.05910922860967,27.0315260509169,2.157405174681,0.0567175175673408,0.155609599479627,-4.58358930023208,"unchanged"
"O75477",1.05851121971108,19.749554583995,1.95637389188964,0.0793028235603574,0.18856449157685,-4.89461860491653,"unchanged"
"Q08554",1.0515039229674,24.4711874632994,2.41971835530187,0.0363890333737121,0.12042144033981,-4.16292618953178,"up-regulated"
"P36873",-1.04893197670027,19.1121506476848,-2.51981224782963,0.030686212438043,0.109592580433571,-3.99920192422991,"down-regulated"
"P12273",1.04630683457618,20.7578398618353,2.2774712141232,0.0463219642364508,0.133485202709137,-4.39278671264177,"up-regulated"
"O14964",-1.0436018380975,31.2993069991278,-2.29292491369014,0.0451262111285276,0.131686488838703,-4.36799916814939,"down-regulated"
"P01040",1.0422645827876,24.5342821746251,2.47846437065688,0.0329262954342284,0.116146602575685,-4.06700718403406,"up-regulated"
"Q5T447",1.03723310726371,18.8182787226954,1.20521222507844,0.256233440835446,0.413321278935569,-5.90767411815064,"unchanged"
"Q92820",1.03577278571795,18.5356090606146,2.51903509343688,0.0307268917103471,0.109592580433571,-4.00047843472976,"up-regulated"
"Q8WXF1",1.02618336594402,19.6637848242401,1.83073934522748,0.097465129530829,0.209975211942256,-5.08239514510757,"unchanged"
"O75223",1.01757611272901,22.4723680600707,2.30643863915916,0.0441052251916652,0.131090530430783,-4.34628393281657,"up-regulated"
"P09661",-1.01030723074894,20.9705460963643,-2.42706270664438,0.0359372490198254,0.120165176410041,-4.15096310716863,"down-regulated"
"P06493",-1.0075175400295,20.0811487248132,-1.82021884876152,0.0991492586264336,0.212179413460568,-5.09785438013216,"unchanged"
"Q7L2E3",-1.00518681031226,21.3129975187812,-2.78405636625213,0.0195503084929654,0.0825743292926565,-3.56157753330414,"down-regulated"
"P10599",1.00431417736251,23.1153867963456,2.58287048558179,0.0275574852017341,0.105308961306627,-3.89538172068846,"up-regulated"
"P04843",0.983041239272843,18.8980987888709,2.71209753477209,0.0221038619578253,0.09143570997832,-3.6813392864392,"unchanged"
"P31151",-0.963843083043404,21.3947625171159,-1.51976908416307,0.159946812985869,0.296779924673202,-5.51893443853053,"unchanged"
"P07339",0.946498213787063,22.4879149980419,2.13512599469153,0.058879330320654,0.156096168272024,-4.61861619682732,"unchanged"
"P61626",0.946155014414508,22.5354117194977,1.29861451449727,0.223608448581338,0.379779428542908,-5.79871010303549,"unchanged"
"P17987",-0.941561676648114,19.4164148597956,-2.36334388382735,0.0400476499962613,0.123608612007691,-4.25445945248182,"unchanged"
"O43809",-0.923299721413336,22.0517082684326,-1.95155721548764,0.0799364441064243,0.188673518810016,-4.90191976805601,"unchanged"
"P59665",0.920123145711205,21.3860955530884,2.30815859221871,0.0439769047166048,0.131090530430783,-4.3435175471062,"unchanged"
"P13639",0.911704684269381,21.7317125729087,2.27425996974801,0.0465742763346523,0.133485202709137,-4.39793136578192,"unchanged"
"P78371",0.90894156570365,18.8257007522898,2.13936306791421,0.0584621987254993,0.156096168272024,-4.6119645271679,"unchanged"
"Q12905",-0.900247518741644,21.5730548534066,-1.76178530589972,0.109000812639699,0.222861534123206,-5.18291489386302,"unchanged"
"Q8IYT3",0.899318329585945,19.6025919590488,1.88422620154644,0.0893048894344932,0.199259638152568,-5.00314790224622,"unchanged"
"Q15517",0.888936401452909,23.6675366449047,2.12850841825437,0.0595365306243078,0.156096168272024,-4.62899563737285,"unchanged"
"Q9UPQ9",0.866263178684111,20.2513743443513,1.43394373511145,0.18251319367199,0.328660931012533,-5.63091953043597,"unchanged"
"Q14574",0.864621199410632,20.9088514444661,1.43113385544598,0.183296197652701,0.328660931012533,-5.63451553053057,"unchanged"
